CMP	HSC	MEP	MPP	P1	P2	P3	P4	P5	P6	P7	P8
351	272	374	267	24	22	10	4	7	5	8	6
3	1	5	2	2	6	11	6	12	24	16	21
86	15	33	11	14	13	7	6	8	6	11	15
23	6	11	4	21	2	4	6	6	10	9	7
603	422	400	541	20	8	5	2	6	9	10	8
3	2	10	6	4	9	3	13	20	19	11	16
81	65	75	44	20	11	20	13	5	12	9	11
5	3	10	7	10	15	12	3	17	13	23	17
22	3	11	6	16	9	3	2	7	5	8	9
6	2	5	11	6	6	12	10	11	17	17	12
40	4	93	2	34	92	88	63	72	8	12	6
6	2	30	4	5	20	25	27	22	4	5	6
11	3	7	9	7	3	9	6	18	10	28	22
170	68	47	94	28	10	3	6	10	10	5	10
148	20	474	14	19	132	245	330	637	190	176	37
1181	1320	776	1407	82	109	107	89	117	62	50	22
76	7	122	7	6	40	60	37	20	15	18	12
217	203	231	208	20	34	42	31	38	34	55	38
658	703	550	777	55	140	244	253	583	304	436	127
226	624	233	529	12	27	52	48	26	17	18	15
274	39	491	68	10	18	19	20	20	9	19	14
564	991	404	802	27	45	67	89	142	55	63	21
358	141	729	140	14	98	147	155	118	30	26	15
13	27	21	29	6	10	21	15	56	48	88	38
69	25	252	25	5	65	130	135	144	59	98	35
5	17	12	16	6	11	16	18	31	31	55	24
97	118	110	128	9	22	44	46	60	22	37	15
330	384	308	414	28	59	107	93	168	71	101	47
1406	2117	983	1880	145	202	264	206	280	99	110	47
11	6	6	17	6	12	16	34	161	25	17	14
135	33	23	53	29	10	6	1	7	8	11	6
117	136	103	115	8	11	18	18	21	5	18	12
293	39	164	68	77	32	30	14	28	8	40	23
51	51	49	60	7	14	18	11	19	8	7	13
13	8	9	9	17	4	16	6	11	9	24	13
9	6	10	12	10	6	24	9	23	20	24	22
5	8	7	4	4	2	3	1	9	4	6	17
66	2	104	11	4	26	28	18	22	7	8	7
4	1	7	2	4	9	18	3	15	21	16	18
4	1	7	5	8	3	7	5	17	12	18	16
9	9	6	3	5	8	10	5	11	14	14	21
54	32	37	44	6	13	19	9	26	9	25	16
15	3	32	6	5	7	15	8	57	14	11	5
3	2	6	6	7	7	13	4	17	13	31	23
21	36	25	18	5	7	17	10	5	9	9	11
211	60	50	90	25	8	7	7	15	9	14	11
286	145	54	162	40	5	5	2	3	7	5	6
91	122	114	121	8	19	23	14	7	8	13	6
164	18	58	21	34	8	6	3	8	7	13	10
192	43	147	61	35	41	43	40	20	19	38	8
551	4	542	31	85	112	142	162	90	24	27	13
129	3	26	14	40	9	8	5	6	6	16	2
207	3	33	14	54	6	16	5	5	4	10	9
295	7	147	23	53	46	66	60	31	13	13	8
79	6	283	14	12	17	25	30	11	13	4	12
289	5	792	25	14	102	181	202	360	147	187	33
265	27	416	76	5	10	16	19	15	9	15	11
301	95	384	116	29	30	62	67	29	13	19	24
158	25	24	61	78	17	7	9	14	16	5	7
154	3	13	3	26	5	0	2	4	4	12	2
105	73	39	67	18	3	12	2	9	12	17	10
247	160	224	152	29	55	65	79	105	107	323	238
37	44	51	60	9	16	25	7	18	11	27	15
164	76	78	98	29	22	38	22	21	18	18	16
1162	1224	777	1269	131	184	249	228	320	177	251	65
676	758	450	733	60	85	89	83	99	47	92	36
387	464	313	424	30	51	63	63	68	40	35	23
92	5	27	3	43	8	10	4	14	10	5	7
87	67	40	67	27	7	6	8	12	7	13	14
11	12	17	13	2	6	0	3	5	6	28	18
112	39	57	40	29	11	18	11	16	3	8	8
677	397	665	449	42	161	232	264	343	119	128	47
1321	1535	1019	1591	171	228	354	330	611	248	317	84
907	767	593	696	129	144	199	182	243	130	336	230
111	68	37	56	25	12	12	1	14	17	4	18
98	98	159	66	35	22	35	37	49	19	25	16
7	5	7	10	12	6	24	15	9	14	19	15
42	2	118	14	6	10	23	12	14	7	8	10
392	695	65	582	32	4	11	9	6	12	10	15
266	238	69	228	36	33	26	8	10	18	16	8
102	11	501	27	5	65	103	55	20	13	11	8
12	8	17	7	8	8	6	10	19	14	30	14
133	114	106	109	19	23	26	25	28	26	31	28
467	730	147	769	48	15	7	3	8	6	8	13
340	330	176	348	34	54	41	12	11	13	10	13
228	862	74	697	16	6	3	4	6	4	7	9
143	128	146	139	26	31	42	42	23	17	17	18
37	21	17	32	20	6	5	4	7	3	4	0
174	216	133	204	23	25	31	18	15	9	10	8
134	85	30	73	29	10	3	2	9	6	6	8
502	516	121	427	25	13	8	2	8	9	11	10
148	93	121	108	59	43	47	33	16	10	14	8
61	63	61	75	5	10	18	18	13	9	14	8
43	12	30	11	8	27	41	17	12	11	10	10
909	762	450	905	81	53	33	21	13	7	8	8
115	121	111	101	28	29	39	29	24	21	11	13
156	253	106	187	11	20	15	10	6	6	11	14
22	15	28	9	2	10	19	19	7	3	11	7
482	90	117	239	63	17	8	7	11	9	14	12
111	18	289	19	15	263	471	375	123	39	56	21
222	351	160	374	18	23	44	22	16	9	15	18
238	394	171	366	14	35	37	37	19	9	9	13
679	578	663	606	18	45	55	82	33	9	8	9
393	396	371	335	47	108	165	150	181	81	132	65
644	823	583	751	87	210	318	285	614	319	462	192
1001	1259	745	1169	85	174	272	239	631	349	705	347
184	8	162	21	9	37	60	50	77	23	28	21
3	1	6	1	5	5	1	7	9	16	6	22
107	120	93	122	4	18	31	19	22	13	16	14
5	7	12	11	7	15	9	11	11	13	34	16
8	5	15	4	7	5	6	5	15	22	11	13
156	217	121	173	16	32	34	24	28	17	23	19
175	217	136	216	26	19	27	16	32	33	28	31
6	4	24	3	3	14	32	33	33	8	23	12
5	5	20	3	4	8	21	20	17	8	16	10
0	2	3	1	1	3	8	3	25	17	12	8
244	271	57	284	15	9	2	10	8	6	18	9
123	86	149	104	9	53	104	133	354	179	309	107
7	17	14	13	2	10	20	40	74	47	63	30
242	253	178	200	21	47	57	59	91	57	95	34
45	34	58	37	6	17	23	19	25	22	27	13
114	94	116	113	24	31	30	20	22	22	22	25
234	194	145	232	32	57	73	62	77	41	61	44
53	107	95	99	8	20	31	14	18	19	24	18
34	14	25	16	7	14	22	24	23	16	29	14
335	27	308	92	15	107	198	226	49	14	12	6
83	4	216	10	8	67	101	50	5	11	9	12
10	4	7	8	4	6	10	11	21	12	8	9
7	6	12	10	7	16	18	15	5	6	8	10
345	403	232	383	45	48	50	32	28	14	26	11
36	8	53	11	7	17	19	10	14	5	6	9
711	765	599	810	78	161	220	241	382	184	408	324
947	961	724	926	86	176	214	179	301	168	320	239
233	230	209	204	37	64	85	65	124	89	130	92
84	85	147	48	8	12	16	20	36	19	43	16
18	14	95	11	4	7	18	29	9	10	17	23
59	38	123	42	2	33	55	47	20	18	19	11
44	11	76	19	14	64	113	175	370	147	103	20
39	23	34	27	8	31	61	47	70	35	25	18
110	17	39	22	12	29	45	36	17	8	32	21
35	20	59	25	12	19	31	19	14	12	29	23
445	364	313	445	45	53	94	86	184	101	154	116
1980	1840	1614	1888	345	465	688	731	1651	796	1658	1130
19	8	39	8	7	24	31	25	58	21	9	9
993	803	838	755	165	285	413	435	839	430	933	775
330	297	311	286	33	57	76	68	162	81	214	163
203	183	169	136	40	53	61	41	60	34	66	54
29	42	23	48	18	11	15	8	6	12	13	8
3	1	34	2	5	14	46	49	72	38	28	10
800	708	589	743	99	171	242	195	216	68	101	52
145	128	115	134	18	34	53	36	42	25	64	36
114	26	174	36	21	36	64	51	225	182	587	164
280	400	287	389	22	76	95	99	317	191	499	155
270	12	387	62	15	68	94	128	392	184	447	187
437	16	713	55	79	339	604	671	1486	775	1191	299
72	3	40	11	45	25	37	16	42	31	49	33
28	11	153	11	18	183	318	289	507	309	527	221
154	16	166	23	29	44	63	36	27	21	52	30
18	3	115	5	3	31	50	53	87	37	115	31
127	7	41	6	41	26	65	50	29	26	55	39
14	10	39	11	6	10	22	19	17	12	44	21
1333	1041	964	1178	198	332	460	425	729	409	827	495
321	209	280	250	65	99	166	156	177	115	202	138
7	6	49	11	3	44	69	52	161	109	154	50
13	13	15	11	2	10	25	40	58	51	116	30
116	125	99	130	11	38	49	41	109	64	151	64
6	5	15	5	2	7	11	10	15	14	39	15
96	47	90	56	13	26	24	22	29	18	51	23
1	0	26	3	1	5	13	14	33	4	15	8
17	8	14	11	6	10	12	22	30	15	30	24
53	65	66	69	18	29	28	24	37	25	40	21
534	214	382	426	20	12	20	12	12	14	15	19
422	34	81	92	45	15	3	1	11	8	8	8
406	289	200	355	38	4	10	6	8	10	12	9
319	412	165	397	20	28	38	39	36	17	29	14
32	5	16	6	4	4	4	6	13	5	8	5
1	2	2	2	2	1	4	2	6	10	8	5
22	3	32	8	8	8	19	18	33	6	15	22
21	10	27	8	5	35	44	71	184	88	111	34
70	55	81	60	17	21	50	37	47	24	32	18
136	3	597	18	19	129	209	264	629	192	232	40
573	546	384	568	84	140	156	121	193	78	95	37
288	293	222	339	39	62	77	60	83	45	61	33
1219	1256	1146	1233	117	224	321	301	455	176	223	50
30	20	52	13	4	12	21	15	29	25	28	19
73	84	118	79	8	24	32	23	13	8	17	5
120	9	40	11	32	10	10	6	10	6	2	12
18	3	64	7	7	30	34	44	29	12	18	13
637	684	490	720	48	100	128	73	154	102	166	48
2103	1915	1819	2067	66	330	389	298	257	66	91	25
299	389	214	320	42	46	63	42	63	33	65	34
39	11	47	16	5	26	29	18	12	11	9	7
132	52	90	70	12	21	20	25	26	23	28	14
50	43	53	49	12	13	27	19	34	16	22	14
277	263	78	255	30	12	3	3	10	5	15	8
161	204	155	196	29	28	36	3	16	10	10	22
317	713	59	571	33	16	3	4	9	17	22	11
141	6	343	31	10	46	89	62	72	23	19	6
277	273	200	283	31	41	42	40	45	26	36	31
74	24	24	22	26	12	7	3	10	4	5	8
480	496	223	444	32	13	7	9	14	3	11	10
8	10	18	11	0	3	9	3	6	6	22	29
635	186	268	296	60	22	12	5	10	8	8	4
233	185	87	175	34	16	11	3	7	7	18	9
122	77	121	97	13	24	34	19	24	16	9	13
108	90	46	67	16	27	28	9	4	11	16	11
735	163	1301	277	36	307	467	311	42	11	16	17
490	368	370	375	43	48	88	34	33	14	25	11
247	46	134	122	9	19	18	19	18	12	21	11
22	0	137	3	4	83	96	115	31	18	14	10
245	1	227	21	8	32	62	68	46	15	16	8
41	10	7	11	21	5	5	1	6	6	7	6
289	136	150	244	19	46	75	62	6	8	6	9
65	58	50	50	13	16	26	16	30	24	24	28
135	112	117	136	11	20	23	33	45	26	28	21
56	33	58	39	6	15	19	30	27	17	13	10
13	4	74	7	4	65	205	296	1040	405	601	84
17	4	59	1	3	12	19	17	24	13	15	12
37	5	14	3	16	5	2	6	2	3	4	6
511	462	198	485	61	33	24	16	26	12	20	11
333	362	240	350	78	26	22	19	42	32	34	21
140	0	239	9	10	40	96	84	39	12	15	12
304	18	635	32	27	102	181	198	321	44	41	16
280	199	140	198	87	20	7	7	10	11	17	12
32	23	38	33	7	25	32	22	8	4	5	13
20	9	72	19	10	25	27	16	19	10	13	13
84	59	65	57	11	20	22	20	28	13	16	12
49	2	8	2	29	4	4	2	3	4	8	4
4	4	5	2	0	5	5	8	10	5	16	17
135	5	12	3	32	15	12	26	9	9	5	12
142	122	80	126	20	13	31	18	30	16	21	17
12	7	39	10	4	14	15	22	18	10	13	7
151	12	335	15	11	106	201	234	286	57	43	13
156	132	137	132	31	48	81	60	84	43	85	42
116	93	86	100	6	28	44	27	28	18	33	21
186	246	154	214	10	19	29	16	35	20	60	30
55	75	43	67	15	33	22	24	30	10	23	34
137	62	159	60	6	20	29	29	16	6	15	9
39	24	62	26	12	33	38	38	41	18	23	14
528	396	386	417	32	49	38	22	14	17	18	19
5	2	3	2	4	12	5	11	22	20	17	13
14	42	27	25	3	22	25	23	23	7	29	28
70	39	60	51	40	18	37	19	33	29	49	32
194	232	376	208	18	109	175	180	347	168	203	43
62	112	98	83	14	49	63	63	60	51	54	29
232	254	227	220	23	43	42	21	24	21	31	27
85	55	101	49	25	19	28	16	19	17	36	37
20	4	26	16	18	23	29	18	12	9	14	23
218	105	69	86	98	50	57	34	25	20	25	56
7	6	22	6	3	17	26	17	30	20	22	17
674	577	532	633	97	141	202	199	386	156	261	171
286	361	217	339	41	51	65	50	133	57	101	124
297	583	214	560	27	42	33	42	172	99	188	144
59	30	103	44	29	101	201	242	193	64	104	59
38	46	46	66	7	40	56	47	68	40	85	50
37	9	113	12	7	49	76	84	137	57	56	38
37	33	28	31	17	29	46	22	23	14	34	36
578	331	257	362	113	81	106	73	55	34	102	103
8	3	11	3	6	7	7	8	9	21	48	63
22	2	33	9	6	20	15	17	11	12	21	18
450	341	650	388	30	173	274	381	703	273	419	190
55	38	38	32	22	12	8	11	8	17	21	17
80	17	121	36	11	39	73	54	38	20	21	22
18	11	38	9	6	17	36	26	45	20	33	29
65	38	115	26	6	48	75	106	100	47	64	38
148	259	79	277	9	13	20	9	37	74	369	265
6	4	12	5	9	8	7	7	11	9	14	30
31	17	36	16	6	16	20	17	15	9	37	27
78	82	63	106	11	17	13	15	29	20	59	66
193	224	65	226	40	21	22	17	26	18	44	39
54	93	43	90	9	28	30	21	24	21	66	57
45	40	32	38	8	26	27	23	21	20	56	56
59	82	62	79	9	21	33	24	35	25	66	62
55	30	43	46	12	16	28	9	12	8	18	18
84	84	88	67	8	11	10	13	21	13	23	21
26	12	29	17	4	19	19	12	9	12	17	20
290	236	193	226	17	27	24	26	34	16	20	18
374	469	282	488	20	49	62	59	89	61	106	55
39	20	52	26	9	16	21	18	17	12	21	18
13	2	9	3	5	9	13	21	19	18	25	28
6	5	5	3	7	6	10	6	20	20	18	18
68	116	78	100	9	15	16	20	13	14	29	15
23	4	131	7	4	11	26	17	70	35	60	21
218	53	521	71	6	87	159	190	397	148	204	33
925	1335	733	1271	46	60	81	94	362	163	265	51
3	0	10	3	2	3	8	9	45	28	40	24
1	2	6	1	3	7	11	20	133	91	271	76
3	4	11	6	8	6	14	11	19	12	15	14
157	68	27	52	13	17	31	32	60	28	45	26
93	20	31	15	36	13	5	7	4	6	6	8
156	6	18	14	13	3	5	6	8	4	6	11
83	28	48	17	3	8	18	7	8	2	12	13
41	2	99	2	3	19	41	69	27	16	12	9
859	710	982	752	117	229	258	242	402	207	292	95
635	537	601	515	80	111	174	141	247	117	172	59
8	3	37	5	5	12	18	17	19	16	37	15
58	40	10	33	14	8	6	1	12	18	46	30
122	156	54	167	14	3	10	5	7	11	12	10
218	145	345	162	16	117	163	204	418	149	214	83
3	3	38	7	1	10	13	6	14	14	67	22
6	4	10	9	4	11	10	11	30	15	9	11
5	3	20	4	0	4	8	8	19	9	18	8
56	73	31	47	5	7	19	17	31	47	250	97
6	5	6	2	1	4	8	6	14	14	66	28
7	3	18	6	1	8	15	7	9	17	61	37
875	241	867	416	11	95	125	165	534	267	481	118
6	2	8	6	2	9	19	11	40	28	75	26
4	5	5	3	4	14	16	24	19	5	13	10
247	7	727	45	8	18	21	16	7	5	14	16
23	22	11	24	6	10	13	14	19	27	65	16
9	15	42	11	2	36	74	117	620	376	678	164
25	15	41	31	6	24	30	20	48	80	237	61
195	162	172	149	16	47	73	63	71	50	82	50
9	4	18	10	2	12	13	24	36	20	17	11
16	16	23	22	10	23	16	21	32	21	30	23
9	8	13	9	7	15	26	14	5	7	4	9
9	1	33	4	3	28	36	28	16	9	9	7
30	11	31	16	18	19	41	55	96	32	46	21
136	221	406	167	12	120	234	284	624	206	132	16
12	18	30	15	5	42	49	31	28	20	20	7
18	67	18	37	12	13	16	7	13	10	38	49
34	5	31	4	14	69	88	33	11	9	15	7
393	431	321	424	36	64	114	117	298	142	295	209
1906	1991	1468	2133	243	474	698	702	1078	454	660	254
781	813	791	872	148	276	452	436	727	331	645	498
333	461	368	393	13	58	105	98	76	34	51	40
17	4	181	5	2	38	61	57	87	45	62	12
26	1	237	2	1	47	91	67	17	5	14	7
3	2	7	5	1	17	23	23	41	32	65	22
24	5	30	13	7	21	30	20	35	24	62	31
11	4	16	7	6	21	52	38	16	9	16	21
46	9	10	7	16	4	5	8	16	10	12	12
2571	2290	2398	2330	189	215	182	93	38	26	45	23
6	1	4	0	1	3	4	4	9	2	16	10
9	29	8	18	4	17	25	7	8	11	10	12
112	149	52	168	20	12	18	8	7	14	33	20
318	399	157	363	37	43	54	49	129	113	333	144
17	18	33	26	11	16	19	17	19	25	43	17
206	139	215	161	11	24	32	10	9	9	13	8
81	1	69	5	9	24	39	28	15	11	8	11
12	5	6	5	22	4	9	1	9	4	12	5
123	53	28	55	24	7	5	12	12	8	18	7
0	0	3	4	2	4	3	1	4	9	12	5
108	10	38	20	25	7	5	6	7	7	7	20
43	16	129	13	7	30	41	21	15	14	21	21
124	106	194	120	21	59	89	60	48	23	49	27
7	3	35	7	6	24	37	48	24	14	20	10
175	7	20	18	27	7	8	4	10	14	15	14
321	293	224	298	26	66	87	75	115	51	45	37
241	150	156	195	16	22	32	16	26	20	21	27
351	312	115	292	42	9	4	8	5	10	14	11
327	322	278	370	33	59	73	52	56	36	44	28
16	7	31	8	7	17	31	41	19	7	18	7
449	441	331	458	16	27	52	48	85	51	88	64
990	1150	624	1116	76	109	127	138	226	125	206	163
2	0	1	0	4	3	3	3	5	13	13	8
79	56	11	42	14	1	3	4	4	4	8	7
189	11	24	12	30	9	9	4	3	7	8	11
399	95	389	132	16	28	40	23	10	4	10	10
135	12	24	17	33	15	2	4	12	8	10	11
228	278	30	240	23	4	3	2	8	2	9	7
2	6	10	1	10	5	10	9	17	21	20	20
253	53	44	61	48	12	9	6	3	7	10	9
48	56	107	61	15	16	35	24	6	8	5	6
32	14	44	2	2	10	17	16	26	5	22	8
9	3	17	5	4	5	18	19	17	10	20	11
24	9	72	7	8	37	83	129	34	14	25	12
16	4	59	12	4	20	37	56	27	8	9	16
72	52	15	48	20	7	2	8	7	6	10	3
1	5	9	10	5	7	8	7	19	16	27	22
34	4	122	18	2	23	18	9	2	3	4	5
25	3	192	2	9	96	191	153	27	3	15	11
190	169	166	177	16	35	36	38	14	6	14	6
1445	1872	1053	1870	91	144	230	211	119	20	19	10
360	159	444	263	22	44	49	49	41	9	10	7
37	31	35	37	8	12	25	24	19	17	22	10
18	16	14	6	9	22	38	18	8	8	13	16
4	4	12	2	2	28	22	14	7	7	10	9
1057	1948	681	1827	40	29	29	11	9	4	17	8
148	28	95	70	27	18	19	19	8	5	11	13
134	130	162	145	6	15	13	7	9	12	10	10
98	77	116	114	8	58	78	40	12	8	14	9
76	107	66	97	13	14	22	19	10	10	13	9
153	155	69	157	10	16	21	5	16	17	16	10
406	428	280	424	16	44	70	49	40	21	24	18
105	102	119	106	9	24	39	35	19	9	8	7
38	26	34	23	12	9	15	6	16	8	15	19
80	24	39	41	37	23	36	14	26	17	46	43
540	614	419	644	52	94	159	142	188	92	126	84
783	918	644	927	121	217	364	355	410	225	365	237
32	4	39	10	2	14	16	18	21	9	6	11
5	1	66	6	12	66	106	99	53	11	26	10
2291	2396	2069	2471	324	583	930	903	1529	660	1570	1064
132	144	117	127	12	20	29	30	18	18	35	26
31	9	146	11	6	29	45	44	20	13	11	8
1709	1674	1316	1726	269	358	484	518	967	459	1149	850
320	341	265	383	52	84	105	108	218	86	86	76
483	426	402	432	63	89	101	95	161	67	83	61
359	122	837	166	14	203	314	387	604	144	173	59
23	2	46	7	4	30	51	50	36	21	8	13
23	7	43	10	2	29	28	39	15	10	12	8
29	23	39	16	9	9	30	6	12	11	16	18
74	67	98	78	12	23	29	19	15	9	11	6
3	3	9	5	7	10	12	11	8	13	28	15
193	139	112	146	17	10	7	2	4	5	9	7
90	91	81	103	10	10	11	18	18	14	33	21
86	119	82	122	20	26	31	18	24	25	26	25
307	29	240	65	12	10	15	7	11	11	14	14
38	21	11	34	14	3	5	2	0	3	6	5
37	32	52	20	7	22	15	13	13	10	14	16
93	93	134	118	12	16	32	25	16	23	28	12
756	140	640	273	28	81	124	105	27	12	11	11
16	5	38	10	5	32	36	42	42	14	27	20
188	319	210	274	10	57	90	123	314	120	271	65
329	643	141	572	11	33	44	32	50	39	130	67
11	22	7	12	6	13	5	5	9	6	15	10
132	155	131	154	17	18	37	18	24	10	19	15
27	15	36	14	7	17	27	28	18	16	12	12
59	9	26	19	30	18	11	5	10	5	12	7
590	718	556	696	73	185	232	101	14	10	15	14
94	50	75	45	17	20	29	7	12	7	17	16
108	109	111	116	13	24	29	18	24	14	27	24
2018	2209	1711	2362	169	322	505	524	1160	518	1118	643
15	12	61	9	6	46	78	70	26	12	17	19
65	22	64	22	7	18	20	17	31	48	167	95
133	67	34	60	22	6	4	6	4	7	9	9
69	115	84	125	15	28	31	34	30	16	26	12
15	41	24	36	6	17	19	14	31	36	96	66
919	1549	435	1390	54	40	33	24	19	8	22	11
1379	1445	1096	1396	169	295	449	479	922	491	1183	881
893	509	795	507	69	55	67	38	27	9	30	33
9	9	47	14	5	17	34	26	16	23	30	15
19	7	22	11	1	15	19	20	15	12	14	9
120	45	68	63	20	14	17	9	6	8	15	6
911	959	577	1112	37	14	11	7	6	10	10	14
175	40	99	47	23	20	39	28	16	10	15	31
21	7	22	11	8	55	89	53	25	10	26	13
64	4	122	14	15	22	27	14	8	6	5	12
72	8	48	6	30	42	47	30	17	9	15	12
196	235	181	249	29	34	44	34	58	34	40	38
384	543	316	550	53	76	119	104	216	103	219	118
233	367	193	350	59	89	139	111	177	116	196	104
15	2	67	5	2	31	25	29	46	17	12	13
4	4	5	7	4	0	4	4	8	21	10	15
61	34	324	32	8	46	52	28	59	36	51	11
355	356	241	356	41	51	89	44	35	24	54	37
437	634	418	621	54	116	125	94	124	73	80	46
869	1005	634	982	114	219	285	230	274	145	194	94
879	250	1549	305	38	355	566	516	294	101	103	41
11	4	69	12	2	28	56	48	41	20	27	13
9	1	55	6	8	36	63	65	64	50	36	19
18	14	58	6	7	44	84	63	18	22	20	12
51	39	96	42	21	163	309	338	76	18	17	14
466	75	225	139	60	155	221	133	42	22	38	45
24	7	136	11	14	30	49	40	27	14	35	21
26	5	18	6	51	15	19	16	10	19	24	18
355	374	311	320	25	44	67	69	57	31	60	37
60	25	47	23	7	30	52	38	45	14	22	10
436	458	329	514	36	78	89	88	180	104	190	139
1062	1169	858	1198	108	238	316	320	531	260	471	325
385	575	225	474	29	46	69	44	87	51	89	98
841	989	769	1018	163	202	265	247	632	326	800	513
73	6	123	24	4	20	32	18	7	7	6	2
180	98	119	124	14	14	26	30	16	16	18	11
6	12	5	7	5	8	10	8	9	11	14	9
224	153	133	145	42	57	84	69	74	38	50	30
4	1	17	3	4	11	22	16	10	7	9	16
9	8	11	5	6	6	12	5	21	8	10	11
57	5	6	6	24	5	8	3	8	5	5	10
392	101	184	220	22	14	20	19	10	6	12	12
348	388	270	428	40	41	57	29	13	7	14	19
92	11	51	17	17	11	9	6	6	8	7	16
438	93	156	185	34	10	7	5	6	3	3	7
132	202	27	200	15	3	2	2	4	4	4	3
134	19	17	23	47	6	7	2	5	7	2	6
115	15	96	29	13	12	19	7	10	9	11	11
31	21	78	19	7	13	28	52	45	18	24	13
264	315	197	299	27	48	51	46	41	17	32	24
127	44	234	63	14	43	61	38	23	14	20	24
241	373	232	343	20	39	87	57	65	30	23	12
59	66	73	56	11	12	19	17	34	8	28	22
13	8	98	9	8	65	90	100	88	37	33	11
305	300	239	302	24	41	56	29	22	19	21	23
279	337	189	307	16	23	26	25	17	12	25	12
131	58	100	82	19	28	39	32	41	23	33	16
107	54	86	60	11	20	36	29	46	35	35	21
258	238	292	250	29	55	80	73	60	41	60	28
509	467	418	459	66	98	121	104	259	118	240	113
327	298	239	302	42	108	126	77	154	81	158	79
22	9	63	9	4	13	37	39	49	49	70	18
9	1	20	6	3	7	7	9	16	12	19	12
10	6	23	4	5	4	4	9	8	9	33	12
102	11	296	19	10	100	186	248	654	221	225	41
888	430	515	499	82	135	229	178	97	37	50	39
4	3	8	5	2	13	8	6	18	10	15	9
27	10	23	16	18	8	14	12	16	17	26	8
8	1	34	7	5	20	39	83	166	88	71	22
138	19	93	22	12	11	37	38	20	15	15	20
138	89	101	85	15	13	21	13	26	19	26	12
15	12	28	13	4	5	10	23	40	16	13	10
749	804	401	797	64	21	16	8	9	10	10	8
7	6	16	4	7	5	14	12	12	18	20	16
7	5	19	7	2	10	15	19	26	16	15	7
99	6	824	8	6	31	43	56	30	13	21	9
117	173	121	152	18	19	25	35	51	30	39	6
27	10	342	11	6	66	177	272	624	140	95	25
42	8	177	8	7	29	43	55	118	39	43	8
131	2	1792	12	6	144	316	587	1126	237	162	24
78	5	45	6	14	7	10	7	8	6	7	7
43	18	318	23	6	49	73	81	69	29	25	12
907	1157	584	1171	144	155	229	239	672	280	567	287
6	3	8	7	3	6	16	2	10	7	16	6
1160	1154	1038	1119	91	171	282	262	353	170	402	269
463	666	250	653	21	43	29	35	73	40	136	73
642	785	598	758	47	164	174	144	233	106	207	136
1009	1530	929	1387	93	247	351	323	536	274	584	442
279	12	390	42	5	119	206	246	343	100	82	35
201	350	123	323	6	25	30	55	33	12	18	14
388	299	824	259	23	256	347	240	181	60	118	75
667	850	711	863	49	99	125	124	248	212	436	208
136	37	352	69	24	125	271	166	96	50	91	50
304	392	105	357	39	25	24	22	18	16	22	18
134	214	123	195	8	24	41	29	30	23	21	14
389	286	246	333	37	50	63	43	113	67	76	37
63	44	64	65	11	26	41	24	44	39	34	19
31	14	51	20	18	16	21	16	41	29	55	17
726	7	1301	107	14	237	411	444	840	355	479	99
67	20	36	11	22	51	110	66	84	82	140	77
144	71	91	96	23	19	27	34	51	57	148	98
15	3	27	3	3	14	15	11	28	23	29	22
26	2	9	5	30	18	11	9	18	7	17	8
56	4	255	14	10	73	134	179	152	63	67	20
22	19	35	23	2	9	18	24	30	17	43	14
163	90	148	88	25	30	49	51	63	39	53	19
129	146	104	141	10	29	32	29	49	10	35	23
125	129	110	119	13	19	16	20	27	17	41	30
565	724	527	713	94	147	241	218	409	218	596	546
140	213	148	238	23	50	48	38	58	55	119	86
988	195	848	340	57	44	28	14	12	10	16	14
72	72	95	70	12	23	25	17	17	11	12	14
2	2	18	5	6	12	13	22	24	10	19	15
50	46	42	61	10	15	26	12	26	9	14	9
5	3	10	4	6	8	15	14	15	13	8	9
4	5	20	9	4	24	50	56	31	11	16	11
19	15	25	10	6	25	24	8	17	13	7	7
1140	2368	375	2082	70	37	30	16	12	16	13	13
808	1015	532	1072	62	70	76	49	33	14	16	17
88	136	57	172	16	4	12	9	12	7	26	17
17	22	17	28	7	12	7	6	7	16	19	11
232	383	217	373	26	39	54	34	30	14	12	17
16	16	25	13	12	12	27	10	13	10	29	21
189	215	188	207	29	30	60	44	34	17	29	21
150	244	60	179	28	36	73	61	57	27	54	36
894	968	685	954	47	41	43	38	24	13	29	24
375	384	266	383	27	26	29	22	21	12	17	19
279	413	228	361	14	25	24	12	12	10	13	8
16	14	69	13	6	22	25	26	25	17	30	12
262	77	142	124	23	29	37	16	11	7	15	10
101	83	26	64	33	11	7	7	10	8	10	10
611	941	358	926	25	27	29	20	20	17	30	24
15	22	16	15	6	9	12	12	15	16	25	30
876	263	563	370	63	36	14	8	11	10	11	10
263	171	88	164	34	22	17	10	10	6	20	10
26	1	30	4	4	13	25	30	11	7	13	11
1171	1123	818	1140	89	127	178	145	129	64	122	57
169	167	164	171	25	45	63	41	23	12	24	21
178	255	185	240	12	35	38	20	22	10	21	13
98	149	265	108	8	51	73	81	38	12	22	12
482	691	274	697	46	52	56	38	5	7	16	16
367	454	323	458	49	54	62	28	19	13	23	23
14	7	30	1	1	11	22	21	11	10	14	12
195	132	97	142	17	14	5	6	8	6	12	12
164	26	237	66	15	28	37	18	16	13	7	14
53	4	124	4	6	17	34	32	17	10	19	8
377	328	90	332	49	15	10	5	4	6	6	5
84	73	86	89	16	22	32	28	15	19	19	13
81	7	57	5	20	90	87	34	5	12	13	9
